Latitude and Longitude,Class of Land,ndvi1,ndvi2,ndvi3,ndvi4,ndvi5,ndvi6,ndvi7,ndvi8,ndvi9,ndvi10,ndvi11,ndvi12,ndvi13,ndvi14,ndvi15,ndvi16,ndvi17,ndvi18,ndvi19,ndvi20,ndvi21,ndvi22,ndvi23,ndvi24,ndvi25,ndvi26,ndvi27,ndvi28,ndvi29,ndvi30,ndvi31,ndvi32,ndvi33,ndvi34,ndvi35,ndvi36,ndvi37,ndvi38,ndvi39,ndvi40,ndvi41,ndvi42,ndvi43
"(10.324181275911162, 105.2348281378957)",Rice,0.7251845262271781,0.6433067688787488,0.5614290115303195,0.47955125418189026,0.397673496833461,0.3157957394850317,0.2339179821366024,0.2538753963609327,0.19947641413856143,0.2336665202943718,0.27085061194319415,0.3587927416306779,0.5168749244801678,0.6749571073296576,0.6932136448092685,0.7563732286017287,0.7661151197474368,0.7504345639202186,0.7347540080930004,0.8784326668151198,0.7051568362267938,0.7318647402688634,0.7585726443109331,0.7852805483530026,0.7977570825076589,0.8102336166623151,0.7303024534739551,0.6503712902855949,0.5704401270972349,0.5138870390746173,0.35321007564625,0.19253311221788275,0.19549439026387355,0.34042880398868014,0.4853632177134868,0.5125052368193239,0.6129041069566872,0.7133029770940504,0.8137018472314137,0.794410801339867,0.7751197554483202,0.7751197554483202,0.7751197554483202
"(10.321455902933202, 105.23301122257715)",Rice,0.7076106982094043,0.6277672335249355,0.5479237688404666,0.4680803041559978,0.3882368394715289,0.3083933747870601,0.2285499101025913,0.23253597510484916,0.2012742807911871,0.2561353024033579,0.26224985273395274,0.3954607390932041,0.543046290745451,0.6906318423976978,0.6947320617045595,0.7604280958932081,0.7652122602506385,0.7499787859324324,0.7347453116142263,0.881621363081015,0.7345865870245343,0.762892345919133,0.7911981048137318,0.8195038637083305,0.8136762566942551,0.8078486496801798,0.7216569573998117,0.6354652651194436,0.5492735728390755,0.5083701554837307,0.34884058631470266,0.1893110171456747,0.19037973629906402,0.3527609186593912,0.5151421010197184,0.5519728889836034,0.6411272264489496,0.7302815639142959,0.8194359013796421,0.798383678371192,0.7773314553627417,0.7773314553627417,0.7773314553627417
"(10.323727047081501, 105.26026495235556)",Rice,0.6617840273447491,0.589331034007822,0.516878040670895,0.4444250473339681,0.3719720539970411,0.2995190606601141,0.22706606732318713,0.23870769790680565,0.2494497212739539,0.24911359710947248,0.3128319087959846,0.5397976147144097,0.6461778419974942,0.7525580692805788,0.7615859917363784,0.7868578393252003,0.7999160842816245,0.788037282941159,0.7761584816006937,0.8738144099364408,0.8460709656278665,0.8327789562604009,0.8194869468929353,0.8061949375254697,0.7960480012976208,0.7859010650697718,0.7343136347086981,0.6827262043476247,0.631138773986551,0.45484607944281663,0.33505489148282996,0.2152637035228433,0.20813845360136815,0.32069416003068707,0.433249866460006,0.545805572889325,0.5470643092481591,0.5483230456069933,0.7806297137258736,0.7770208912095427,0.7734120686932116,0.7734120686932116,0.7734120686932116
"(10.325089733570481, 105.28025102085971)",Rice,0.6352898592946901,0.5592179961663196,0.48314613303794923,0.40707426990957885,0.3310024067812084,0.25493054365283796,0.17885868052446757,0.19508101175038853,0.2558203626461775,0.28372059432041336,0.36176008059659476,0.6279763292427686,0.7181353395191209,0.8082943497954732,0.7796687202479575,0.7924167640308157,0.7804088725816533,0.7684009811324908,0.7563930896833283,0.886407505067692,0.6852704429153571,0.7078497536003673,0.7304290642853775,0.7923868830267049,0.7733628256897762,0.7543387683528476,0.6273369677977247,0.500335167242602,0.3733333666874791,0.321613214590303,0.2591476481503728,0.19668208171044257,0.1760551340575473,0.31103464636206946,0.44601415866659166,0.5406028006629339,0.607115037812489,0.6736272749620442,0.7594496579467002,0.7594496579467002,0.7594496579467002,0.7594496579467002,0.7594496579467002
"(10.32009321644422, 105.23210276491787)",Rice,0.7060975301243082,0.6265285882153333,0.5469596463063584,0.46739070439738345,0.38782176248840855,0.30825282057943365,0.22868387867045875,0.23006085462775733,0.2021664706187359,0.25879496287168247,0.2551887436982039,0.39470538266107585,0.5444003106783869,0.6940952386956979,0.697662565965669,0.7557741987420982,0.7645396614950868,0.7543813228262242,0.7442229841573615,0.8821681069483287,0.7438464835080871,0.7695441467703874,0.7952418100326878,0.8209394732949881,0.8142979748848354,0.8076564764746825,0.7173682730919335,0.6270800697091845,0.5367918663264355,0.5229523365941363,0.3558797520203033,0.18880716744647025,0.18725429495033388,0.3399074583657531,0.4925606217811723,0.5456038220535181,0.6336217934384835,0.7216397648234487,0.8096577362084141,0.794362999356049,0.779068262503684,0.779068262503684,0.779068262503684
"(10.322364360592521, 105.27797987671151)",Rice,0.6593064235412164,0.5800922223226039,0.5008780211039915,0.4216638198853791,0.34244961866676665,0.2632354174481542,0.1840212162295418,0.20115492375448046,0.25383457165985246,0.2782507819986504,0.31724404760522656,0.5755013526601891,0.6769559332408763,0.7784105138215636,0.7567214042038076,0.7757502405321823,0.758012769825153,0.7402752991181235,0.7225378284110942,0.8691064709494055,0.7728196031320164,0.7403488327667453,0.7078780624014742,0.7587510686730621,0.7573326066337185,0.755914144594375,0.6096923861506692,0.4634706277069634,0.31724886926325757,0.3657851430178625,0.28179681793154143,0.19780849284522034,0.1573662958101214,0.2910473347184459,0.4247283736267704,0.5573770144318646,0.6228406510293284,0.6883042876267922,0.672477404031719,0.672477404031719,0.672477404031719,0.672477404031719,0.672477404031719
"(10.32327281825184, 105.27752564788187)",Rice,0.1859962487783872,0.1859962487783872,0.1859962487783872,0.1859962487783872,0.1859962487783872,0.1859962487783872,0.1859962487783872,0.1983012129001788,0.25522405681270394,0.283029825729319,0.3240408183508935,0.5887848905533564,0.6872751717625436,0.7857654529717308,0.7618531257106128,0.7797191628104859,0.7618789653377331,0.7440387678649804,0.7261985703922276,0.8726279377702286,0.8000572055491144,0.758704366186341,0.7173515268235675,0.7538237096569881,0.7551344550960304,0.7564452005350726,0.6092099283111589,0.46197465608724525,0.3147393838633316,0.35231899464876376,0.2762794308130619,0.20023986697736001,0.16179157186054036,0.29943262835708695,0.4370736848536335,0.5536032890617698,0.6160526410448743,0.678501993027979,0.6782663954433402,0.6782663954433402,0.6782663954433402,0.6782663954433402,0.6782663954433402
"(10.324635504740822, 105.2652614694816)",Rice,0.7454514411748,0.6502325823708869,0.5550137235669738,0.45979486476306064,0.3645760059591475,0.2693571471552344,0.17413828835132134,0.19185874763745173,0.23133683326178578,0.2773326849117439,0.3015741904732565,0.5837248956263165,0.6682924211288277,0.7528599466313389,0.7748334145645045,0.7875932380250623,0.7993990840150388,0.7880400362855928,0.7766809885561469,0.8848221067252207,0.8485312878096981,0.7811799817671241,0.71382867572455,0.8091203348119642,0.7918448187615683,0.7745693027111724,0.6759105289642116,0.5772517552172508,0.47859298147028995,0.37993420772332914,0.2884733434048608,0.1970124790863925,0.2353696157214086,0.38474619171783797,0.5341227677142674,0.6098761567207335,0.57994825910279,0.5500203614848467,0.6060142232214938,0.6060142232214938,0.6060142232214938,0.6060142232214938,0.6060142232214938
"(10.320547445273881, 105.2266520189622)",Rice,0.6993922670274373,0.6159751279253944,0.5325579888233517,0.44914084972130885,0.36572371061926606,0.28230657151722327,0.19888943241518045,0.2068152219459948,0.20633768144733566,0.29167671562493486,0.231296766564316,0.40634236922771333,0.5423797824759536,0.6784171957241939,0.7037847947285965,0.7495608769391278,0.7632269530610086,0.7523483470312826,0.7414697410015567,0.8803003894293809,0.6410776725345433,0.6953009710005177,0.7495242694664922,0.8037475679324666,0.8095681191293905,0.8153886703263145,0.7416591577012104,0.6679296450761063,0.5942001324510022,0.5204706198258982,0.366677950588227,0.21288528135055582,0.2001647034430903,0.32497766263736116,0.44979062183163204,0.5031721085868,0.6000999137812482,0.6970277189756964,0.7939555241701446,0.7929957066075839,0.7920358890450232,0.7920358890450232,0.7920358890450232
"(10.323727047081501, 105.2652614694816)",Rice,0.7633427146567983,0.6648135255181326,0.5662843363794668,0.46775514724080114,0.36922595810213543,0.2706967689634697,0.17216757982480402,0.19399844405755137,0.22937614010867233,0.27628331350283053,0.2923207450157342,0.5615377700739324,0.6608260764450382,0.7601143828161441,0.7717257983328305,0.7872838779515307,0.8017041552731132,0.7905436544274771,0.7793831535818408,0.8859571573663452,0.8506836267994823,0.7860833751741114,0.7214831235487406,0.8130168995607091,0.7958320054835526,0.7786471114063961,0.6799622881220412,0.5812774648376864,0.4825926415533315,0.3839078182689766,0.28801318612898796,0.19211855398899935,0.23154684954146326,0.3768578261609994,0.5221688027805355,0.610871002437117,0.5793488387501458,0.5478266750631745,0.5974228094035375,0.5974228094035375,0.5974228094035375,0.5974228094035375,0.5974228094035375
"(10.325089733570481, 105.23528236672536)",Rice,0.7333051939006259,0.6500002254572179,0.5666952570138098,0.4833902885704019,0.4000853201269939,0.31678035168358587,0.2334753832401779,0.24969886782558331,0.1913024515573689,0.20425409431394975,0.2660080273904409,0.3374631446953312,0.5046941786600327,0.6719252126247343,0.6899534529972899,0.7578623156732488,0.7689429891680422,0.749666556708647,0.7303901242492519,0.8801423020200574,0.6959738602027034,0.7253215583500083,0.7546692564973133,0.7840169546446183,0.7986689967765199,0.8133210389084217,0.7340387653583392,0.6547564918082568,0.5754742182581744,0.5197318401688985,0.3583109486973156,0.19689005722573272,0.19462162588237902,0.32603465161400635,0.45744767734563374,0.48604283672349785,0.5925439097663989,0.6990449828092999,0.805546055852201,0.7890980299181853,0.7726500039841696,0.7726500039841696,0.7726500039841696
"(10.324635504740822, 105.26798684245944)",Rice,0.7867730229040384,0.6857906222812905,0.5848082216585425,0.48382582103579463,0.3828434204130467,0.28186101979029876,0.18087861916755082,0.20662964767156777,0.24491161915785087,0.2878677772012583,0.2923395664438909,0.5794566948050442,0.6584578241230394,0.7374589534410345,0.7668303374920468,0.7818426322757469,0.7892358290870618,0.7846930420331906,0.7801502549793192,0.874743419203773,0.8378938861509815,0.7782529360732722,0.7186119859955628,0.7793741246320476,0.7675916672075911,0.7558092097831345,0.6640650350895618,0.5723208603959892,0.4805766857024165,0.38883251100884386,0.2959064755196747,0.2029804400305055,0.24674802307076582,0.4115517368871397,0.5763554507035136,0.6079438205483528,0.5706424689220985,0.5333411172958441,0.5388994940592206,0.5388994940592206,0.5388994940592206,0.5388994940592206,0.5388994940592206
"(10.32281858942218, 105.26435301182232)",Rice,0.7846891211126997,0.6828339571107478,0.580978793108796,0.47912362910684403,0.37726846510489215,0.27541330110294027,0.17355813710098827,0.20167361897481112,0.22783697873798844,0.2668583485144107,0.2916781364153105,0.5318343198168474,0.6529726024535221,0.7741108850901967,0.7684561876168025,0.7882968358289221,0.8019238638795781,0.7879676213098217,0.7740113787400651,0.8830660767431543,0.8521256599737688,0.7904810200933595,0.7288363802129503,0.8156962013567042,0.8003221450214852,0.7849480886862664,0.7200209566627118,0.6550938246391571,0.5901666926156025,0.3925379570750735,0.28779928122827403,0.18306060538147456,0.2180727872633451,0.3756189239593631,0.533165060655381,0.6040165351102179,0.5824624478455711,0.5609083605809242,0.6469398871021486,0.7164378033720334,0.7859357196419183,0.7859357196419183,0.7859357196419183
"(10.325089733570481, 105.26344455416304)",Rice,0.7459160457026102,0.6525542840790794,0.5591925224555487,0.4658307608320181,0.37246899920848736,0.27910723758495665,0.18574547596142602,0.1978482248556712,0.2340590714587907,0.2741092409492421,0.3249803354948041,0.5876875518789062,0.6722782440209746,0.756868936163043,0.7767359650922939,0.7915726250357091,0.8017206570927738,0.7850306878173785,0.768340718541983,0.8780737298424073,0.8462256659910806,0.7814287068755414,0.7166317477600024,0.8044968914714161,0.789694534138512,0.7748921768056077,0.6780231419966072,0.5811541071876065,0.48428507237860596,0.38741603756960535,0.29293431758409977,0.19845259759859418,0.23060461219813508,0.35370904885061377,0.47681348550309244,0.5897905043399948,0.5759975446487293,0.5622045849574638,0.7128716293856348,0.7436565298382878,0.7744414302909409,0.7744414302909409,0.7744414302909409
"(10.323727047081501, 105.24572962980707)",Rice,0.6546279434889931,0.5735540334629617,0.4924801234369305,0.4114062134108991,0.3303323033848678,0.24925839335883648,0.16818448333280517,0.16259475967499823,0.17218549831889343,0.238822720946642,0.272610906882791,0.35343112377515584,0.5215285060630295,0.6896258883509032,0.706884414648212,0.7678545190332318,0.7690287033047885,0.7316945546457565,0.6943604059867245,0.8794157398303912,0.7311315517218474,0.749481707104369,0.7678318624868906,0.7861820178694122,0.7873995885610106,0.7886171592526088,0.6880898764897766,0.5875625937269444,0.48703531096411223,0.5272567324092359,0.3724697982967623,0.21768286418428875,0.19739048999043846,0.30170388179568997,0.40601727360094153,0.4576092016181407,0.5218029276920348,0.585996653765929,0.6501903798398232,0.7086861438746086,0.7671819079093939,0.7671819079093939,0.7671819079093939
"(10.324635504740822, 105.2334654514068)",Rice,0.7228800869610527,0.6394362140364684,0.5559923411118843,0.4725484681873001,0.38910459526271596,0.3056607223381318,0.22221684941354755,0.235517652997308,0.20026690485106274,0.22161919062675609,0.267337864356733,0.36562719521517545,0.5184420420081711,0.6712568888011667,0.6903630475091338,0.7538263809048521,0.7649621366252983,0.7507657991291534,0.7365694616330086,0.8774554282861194,0.6815050222276833,0.7229491479071111,0.7643932735865389,0.8058373992659666,0.8071955951484043,0.808553791030842,0.7256784946006668,0.6428031981704917,0.5599279017403165,0.5083462210805989,0.35219724822554477,0.19604827537049058,0.192292666840519,0.3331327802860691,0.4739728937316191,0.5065350837127888,0.6059449353772053,0.7053547870416219,0.8047646387060384,0.7820375958832244,0.7593105530604103,0.7593105530604103,0.7593105530604103
