Latitude and Longitude,Class of Land,ndvi1,ndvi2,ndvi3,ndvi4,ndvi5,ndvi6,ndvi7,ndvi8,ndvi9,ndvi10,ndvi11,ndvi12,ndvi13,ndvi14,ndvi15,ndvi16,ndvi17,ndvi18,ndvi19,ndvi20,ndvi21,ndvi22,ndvi23,ndvi24,ndvi25,ndvi26,ndvi27,ndvi28,ndvi29,ndvi30,ndvi31,ndvi32,ndvi33,ndvi34,ndvi35,ndvi36,ndvi37,ndvi38,ndvi39,ndvi40,ndvi41,ndvi42,ndvi43,rvi1,rvi2,rvi3,rvi4,rvi5,rvi6,rvi7,rvi8,rvi9,rvi10,rvi11,rvi12,rvi13,rvi14,rvi15,rvi16,rvi17,rvi18,rvi19,rvi20,rvi21,rvi22,rvi23,rvi24,rvi25,rvi26,rvi27,rvi28,rvi29,rvi30,rvi31,rvi32,rvi33,rvi34,rvi35,rvi36,rvi37,rvi38,rvi39,rvi40,rvi41,rvi42,rvi43,rvi44,rvi45
"(10.325089733570481, 105.26026495235556)",Rice,0.687420532370604,0.610842476204416,0.5342644200382282,0.4576863638720402,0.3811083077058523,0.3045302515396644,0.2279521953734765,0.2359922136985978,0.2518958857950824,0.2839824761927644,0.3233370413830739,0.5730296401312449,0.6649033144335239,0.756776988735803,0.7703165566568186,0.7904738565271868,0.8000889460452224,0.7850023906868473,0.7699158353284723,0.8740414504857831,0.8447422477226405,0.83155259908576,0.8183629504488795,0.805173301811999,0.7939658248391608,0.7827583478663226,0.7317826518610184,0.6808069558557142,0.62983125985041,0.4433401387357325,0.3319669343918006,0.2205937300478687,0.2164276786414286,0.3318442545170562,0.4472608303926838,0.5626774062683114,0.5588171744857924,0.5549569427032732,0.7856843573267428,0.7795482130099772,0.7734120686932117,0.7734120686932117,0.7734120686932117,0.56293595,0.5983947,0.47661287,0.34600598,0.4318754,0.80288696,0.57045394,0.6503866,0.43003464,0.2018076,0.7498405,0.90786064,1.3536056,1.1204462,1.0374719,1.1128362,0.6778767,0.5298271,1.019374,0.6914564,0.661115,0.5411899,0.5234871,0.78527457,0.6404319,0.46063444,0.40594155,0.50194085,0.27903718,0.77688193,0.51335305,1.0082887,0.9165879,1.0019829,1.0789051,0.57000536,1.0989584,0.98738366,1.0008428,0.6385055,0.33216414,0.67174804,0.5267357,0.28039113,0.18647255
"(10.325089733570481, 105.2448211721478)",Rice,0.6623762058892242,0.5827040602195196,0.503031914549815,0.4233597688801103,0.3436876232104057,0.2640154775407011,0.1843433318709964,0.1844381669551498,0.1622177778224144,0.2280275370438379,0.2641728685286203,0.3069806093764796,0.4927317349660676,0.6784828605556557,0.6978108622060912,0.7693915577817196,0.7715595116493562,0.7313479041951092,0.6911362967408622,0.8832084127375498,0.7424606011330078,0.7577861866060722,0.7731117720791366,0.788437357552201,0.7977063023032607,0.8069752470543204,0.7096910542226641,0.6124068613910076,0.5151226685593513,0.5417536792765585,0.3884609203758769,0.2351681614751953,0.2063548790228089,0.2510930179911941,0.2958311569595794,0.3946819048818887,0.4609090633458303,0.527136221809772,0.5933633802737137,0.6815591930316656,0.7697550057896173,0.7697550057896173,0.7697550057896173,0.7175991,0.8864362,0.92249733,0.688385,0.92533535,0.3165007,0.3329411,0.40678725,0.14061332,0.16612236,0.69727916,0.6417366,0.9747539,0.77916014,0.8862169,0.8280686,0.95075893,1.1359528,1.2521126,1.0481313,1.2003025,0.7796375,0.79736155,0.26713863,0.4276675,0.1684416,0.15820253,0.49915764,0.640372,1.0770141,0.82900286,1.2070204,1.0530578,0.945428,0.8890033,1.0186181,1.29309,0.98069346,0.8018568,0.50251085,0.53008205,0.7384226,0.33054042,0.8756765,0.70435655
"(10.324181275911162, 105.24300425682924)",Rice,0.6847227334749457,0.6022104259891747,0.5196981185034037,0.4371858110176328,0.3546735035318618,0.2721611960460908,0.1896488885603198,0.1962359723288887,0.1695175277020832,0.2227440922445892,0.2670788164831784,0.3188954561114434,0.5057777311701852,0.692660006228927,0.7098766688020499,0.7752859887742138,0.7865849325415968,0.7391579281594534,0.6917309237773098,0.8898454309855539,0.8006812829845831,0.7874532503790498,0.7742252177735164,0.7609971851679831,0.7883309084755026,0.8156646317830221,0.7443416736904025,0.673018715597783,0.6016957575051635,0.5500903239812539,0.389272181700218,0.2284540394191821,0.2032847919855175,0.2377158182435917,0.272146844501666,0.4237756100020798,0.4990902685746253,0.5744049271471707,0.6497195857197162,0.7079786965017072,0.7662378072836982,0.7662378072836982,0.7662378072836982,1.248895,0.893552,1.0869447,0.29525897,0.41155234,0.5845357,0.5398003,0.67812556,0.1324544,0.12425389,0.41565248,0.5663107,0.8033783,1.103217,0.949246,0.9231973,0.7235089,0.9676256,1.1733489,0.6777631,1.0729749,0.8299407,0.5752891,0.34302878,0.42015755,0.4600731,0.45576027,0.16272452,0.28611606,1.1142273,0.99565643,1.2469735,0.95881057,1.2368292,1.0617924,0.6134743,0.8906309,0.76905835,0.4365702,0.8238806,0.7120691,0.51607263,0.45163068,0.6798875,0.6878681
"(10.32281858942218, 105.27570873256332)",Rice,0.2013272169564947,0.2013272169564947,0.2013272169564947,0.2013272169564947,0.2013272169564947,0.2013272169564947,0.2013272169564947,0.2118467439704907,0.2609215366186251,0.2890544883108043,0.3054801514701508,0.5561795541552437,0.6607010973417237,0.7652226405282037,0.747039570316996,0.7724219777703073,0.7794646520594718,0.753717204923239,0.7279697577870062,0.8613066942046764,0.807495711121564,0.7646696099345843,0.7218435087476046,0.7447130476831159,0.7453685229237702,0.7460239981644246,0.6034301822241297,0.4608363662838347,0.3182425503435398,0.399440805802995,0.2993822256900462,0.1993236455770974,0.2311633931555097,0.3365242632137289,0.4418851332719483,0.5588303136728134,0.6195087129811563,0.680187112289499,0.6397296819539802,0.6397296819539802,0.6397296819539802,0.6397296819539802,0.6397296819539802,0.9627328,0.71420074,0.45105216,0.41668355,0.5875132,0.4022804,0.12428689,0.21030185,0.49789262,0.47160307,0.39633512,0.62836194,0.84850776,0.9146964,0.75939053,0.82381123,0.85888827,0.64781797,1.006103,0.6699339,0.6665011,0.8981168,0.9061657,0.47939506,0.4176977,0.19655429,0.28826287,0.8762137,0.7313,0.47747776,0.4182642,0.96723866,1.0655926,1.0148927,0.99815303,1.1962408,1.1472868,0.7144218,0.8390424,0.78916925,1.0115508,0.7135842,0.75752497,0.20968911,0.19813342
"(10.323727047081501, 105.28252216500792)",Rice,0.5144793824102029,0.4600002491543025,0.405521115898402,0.3510419826425017,0.2965628493866012,0.2420837161307009,0.1876045828748005,0.209399664900584,0.2710680627518146,0.2838713709083367,0.3604597853975532,0.6180570664845642,0.7070940490017972,0.7961310315190301,0.7674291788919088,0.7864857989839725,0.7714137003992173,0.7563416018144622,0.741269503229707,0.8787457673940807,0.6402462533204274,0.6794863757538463,0.7187264981872653,0.771292827580826,0.7620848264404974,0.7528768253001686,0.614032838997073,0.4751888526939772,0.3363448663908815,0.3334956355534646,0.2799381298297405,0.2263806241060164,0.2788453753484428,0.4293764407453351,0.5799075061422274,0.5662756167128536,0.6364444007119996,0.7066131847111456,0.7868749719499207,0.7868749719499207,0.7868749719499207,0.7868749719499207,0.7868749719499207,0.5966348,0.71253735,0.41926798,0.3460689,0.38891715,0.8134186,0.508158,0.32907137,0.26113415,0.19321343,0.97591573,0.7305497,1.044734,1.106122,0.9452854,1.1504697,0.7351512,1.0970755,1.1966802,0.7608195,0.58963054,0.49634138,0.694606,1.0112357,0.8801312,0.098547295,0.13032408,0.61128443,0.77852064,0.52786034,0.3391456,1.1197464,0.95020694,1.0391839,0.8090872,0.87805915,0.67301774,0.85888803,0.47904685,0.61368585,0.7325759,0.7151614,0.5641191,0.40261397,0.20898929
"(10.31963898761456, 105.23937042619212)",Rice,0.7260961263822345,0.6369397378107834,0.5477833492393324,0.4586269606678812,0.3694705720964301,0.280314183524979,0.1911577949535279,0.2076382021510798,0.2066890500910472,0.2440938077873598,0.2714479574754355,0.4055923214117577,0.5529151646664233,0.7002380079210889,0.7037944679415373,0.7654754113853511,0.7745581233644048,0.7454279417273406,0.7162977600902766,0.8842495712124372,0.7694401867354013,0.7555383893824356,0.7416365920294699,0.7277347946765041,0.767485089261314,0.8072353838461238,0.7229256993448031,0.6386160148434823,0.5543063303421616,0.533159495175141,0.3668878533572787,0.2006162115394162,0.1974687809116412,0.3716521558851711,0.5458355308587011,0.5298473052425956,0.5351675456177539,0.5404877859929123,0.5458080263680706,0.6622050164589562,0.7786020065498419,0.7786020065498419,0.7786020065498419,0.40275738,0.868244,0.65541863,0.7399748,0.46078742,0.38977483,0.7100438,0.7271151,0.17827591,0.13400085,0.8587938,0.4259734,1.034928,0.9208218,0.7619447,0.7260198,0.95902765,0.7453062,0.8170844,1.1974903,1.032634,0.6487392,0.49992213,0.74595755,0.6359079,0.16343746,0.3185929,0.608527,0.49261123,0.5069811,0.58915865,1.2155814,0.8183193,0.9187283,0.68782943,1.0402294,0.84890914,1.0537633,0.7124251,0.49839133,0.3600711,0.7774359,0.8397848,0.3499354,0.519525
"(10.32281858942218, 105.28161370734864)",Rice,0.4727067843129424,0.4266042909214534,0.3805017975299645,0.3343993041384755,0.2882968107469865,0.2421943173554975,0.1960918239640085,0.2185324185253172,0.2713763645691412,0.2918338476829977,0.3567292372245846,0.6080190745588129,0.6954765927772761,0.7829341109957394,0.7580438532815597,0.7747368809291996,0.7572109911783199,0.7396851014274402,0.7221592116765605,0.862825672636029,0.6436208875667224,0.6794463825936597,0.7152718776205971,0.7634812743131487,0.7506537525023416,0.7378262306915343,0.6089215118174336,0.4800167929433328,0.3511120740692321,0.3300984775194193,0.2716947384738927,0.2132909994283661,0.2994314503469815,0.4148940444990336,0.5303566386510858,0.5614715678741374,0.6417346219437849,0.7219976760134325,0.7446964300099123,0.7446964300099123,0.7446964300099123,0.7446964300099123,0.7446964300099123,0.5593727,0.71789867,0.37395003,0.45419928,0.32010016,0.88870674,0.40119496,0.38130337,0.18944757,0.29147163,0.31843993,0.40807533,1.3084615,0.9003275,1.161125,1.0826954,0.62718254,0.77069765,1.1942977,0.8003056,0.8986268,0.5970436,0.58541316,0.7074852,0.53335315,0.14159918,0.2224462,0.32060453,0.6182262,1.0701119,0.7348629,1.0992104,0.8981758,1.0765915,0.8913937,0.8740917,0.9069662,0.91826016,0.5025033,0.90884066,0.5649149,0.5837291,0.46213222,0.20620874,0.22934437
"(10.324635504740822, 105.28161370734864)",Rice,0.4727067843129425,0.423446627541856,0.3741864707707695,0.3249263139996829,0.2756661572285965,0.22640600045751,0.1771458436864235,0.1966967662652591,0.2597227516738459,0.2782586928682322,0.3600081542126584,0.6326396334421929,0.7205025251325048,0.8083654168228167,0.7830103101660427,0.7937848559318508,0.7804721151309272,0.7671593743300037,0.7538466335290801,0.8884081498927396,0.6455654647221343,0.6848412597401148,0.7241170547580953,0.788352139248968,0.7735915494491448,0.7588309596493215,0.6336887794348669,0.5085465992204123,0.3834044190059578,0.3228208506998887,0.2646376712092558,0.2064544917186229,0.2007989741698549,0.3646844217744156,0.5285698693789763,0.5613834968700337,0.6331852394753482,0.7049869820806627,0.7987717017956164,0.7987717017956164,0.7987717017956164,0.7987717017956164,0.7987717017956164,0.45730737,0.5422566,0.3756003,0.26174137,0.33630472,0.2753876,0.17133848,0.2746828,0.19853103,0.24500099,0.5991244,0.68939817,1.0325639,1.1806431,0.61596155,0.81897235,0.8944452,0.56775355,0.84776133,0.707107,0.637824,0.49980462,0.41186973,0.7734439,0.54118764,0.10014303,0.1787354,0.55473965,0.7716583,0.82653123,0.6912487,0.941524,1.0341423,0.8051748,0.9155353,0.73618096,1.0694914,0.9557918,0.58107704,0.59128475,0.70782185,0.49151397,0.7950302,0.22499478,0.145785
"(10.32327281825184, 105.26117341001483)",Rice,0.6741762687437203,0.5983971675643251,0.52261806638493,0.4468389652055349,0.3710598640261398,0.2952807628467446,0.2195016616673495,0.2375561032830661,0.2487005100902889,0.2387493245243253,0.3110047034684969,0.5281178882341168,0.6421325956362485,0.7561473030383801,0.7594872498822752,0.7860107307913922,0.7989571919626657,0.7884461565118148,0.777935121060964,0.8737366972924293,0.8460506676405919,0.8337140749029869,0.8213774821653819,0.8090408894277769,0.7973102698166253,0.7855796502054738,0.7396860368801351,0.6937924235547964,0.6478988102294577,0.4408659567686115,0.3237458616864465,0.2066257666042815,0.2077926237970818,0.3209623314182555,0.4341320390394292,0.5473017466606028,0.5498398894971861,0.5523780323337695,0.7690625903679944,0.771237329530603,0.7734120686932117,0.7734120686932117,0.7734120686932117,0.71603304,0.74768126,0.5785071,0.38543066,0.28204888,0.65454924,0.3153381,0.40589133,0.07572553,0.32277963,0.6945612,0.8077203,0.9289038,1.038129,0.8242913,1.3132445,0.69351804,0.74100256,0.98486066,0.6908209,1.0637225,0.702047,0.52382916,0.74462336,0.59619033,0.103044614,0.21928471,0.7704354,0.51579535,0.73225206,0.56758916,0.92226887,1.070027,0.90746635,1.098642,0.99578327,0.8813372,0.8253573,0.58665967,0.79571426,0.8450891,0.5326479,0.68235976,0.18680748,0.19269563
"(10.32327281825184, 105.2788883343708)",Rice,0.6593064235412164,0.5801657696426126,0.5010251157440087,0.4218844618454048,0.3427438079468009,0.263603154048197,0.1844625001495932,0.199766178338864,0.2588723331661355,0.2899693003497064,0.341789085179609,0.6061878885442505,0.6998127868027948,0.7934376850613389,0.7674030794746578,0.7829490862600026,0.7663133216326875,0.7496775570053725,0.7330417923780574,0.8754226991036536,0.7619283441186104,0.7394103343756593,0.7168923246327081,0.774758956743188,0.7632031979449527,0.7516474391467175,0.6075930381315149,0.4635386371163124,0.3194842361011098,0.3375021385869458,0.2715096496725263,0.2055171607581067,0.1270233899391221,0.2770655930011851,0.4271077960632483,0.5476511738324317,0.6130765834302053,0.678501993027979,0.7048573568604994,0.7048573568604994,0.7048573568604994,0.7048573568604994,0.7048573568604994,0.7735129,0.6057418,0.6897712,0.44293797,0.4342652,0.56814164,0.36237684,0.3969098,0.43929753,0.6116617,0.78347176,0.14161432,0.85310405,1.212725,0.89814377,0.9502708,0.86136794,0.83610135,1.0072942,0.88186795,0.67197824,0.51321983,0.37895408,0.78960675,0.68944347,0.2061757,0.19421202,0.62615436,0.42912295,0.77971,0.504653,1.020861,0.8701101,0.62590134,1.0283735,0.98566616,1.1592655,0.8190171,0.7021046,0.698535,0.6419446,0.60133344,0.5961363,0.20796737,0.10842349
"(10.324181275911162, 105.2516346045924)",Rice,0.690735681381011,0.6145517270606358,0.5383677727402605,0.4621838184198852,0.38599986409951,0.3098159097791347,0.2336319554587594,0.2404035090695291,0.1929841983506784,0.25989155359157,0.2711781126033519,0.3980548778913923,0.5375061746602592,0.6769574714291261,0.6965622539355242,0.760923522785006,0.7637786553971688,0.7514889233082491,0.7391991912193295,0.8729886324998475,0.7001831438404168,0.7280435153924381,0.7559038869444593,0.7837642584964806,0.7865689243775809,0.7893735902586813,0.7035905719434864,0.6178075536282915,0.5320245353130967,0.5297796425212099,0.3733298561256816,0.2168800697301533,0.20088508689836,0.1987365538554503,0.1965880208125406,0.5284970779235536,0.536191177374816,0.5438852768260783,0.69917847331121,0.69917847331121,0.69917847331121,0.69917847331121,0.69917847331121,0.9827483,0.69117916,0.43873012,0.9274752,0.5699486,0.38760704,0.36423182,0.36978698,0.10391013,0.17583835,0.4995462,0.63994765,0.95506305,0.8619488,1.1467185,1.2557544,0.9046397,1.0267156,0.80493873,0.9044028,0.87633777,0.87015074,0.8099042,0.28917748,0.28497446,0.14723317,0.25926775,0.23140858,0.19002302,0.76166874,0.5108234,0.963755,0.905706,0.8333878,0.7447456,0.61409307,1.0043365,0.55132145,0.44543695,0.5016646,0.39670527,0.46004957,0.56203943,0.23797965,0.19259334
"(10.323727047081501, 105.23982465502175)",Rice,0.7014579059653059,0.6218180843341161,0.5421782627029264,0.4625384410717366,0.3828986194405468,0.303258797809357,0.2236189761781673,0.2459916224988057,0.1878966968263524,0.195591376288982,0.268117370607925,0.3099886674570206,0.4872546906252456,0.6645207137934706,0.6913758122575174,0.7609527537516741,0.7765345370965805,0.7431186425286168,0.7097027479606531,0.8811748806490362,0.7917159850668102,0.7748675932012039,0.7580192013355977,0.7411708094699915,0.779425353729349,0.8176798979887064,0.7420287298761087,0.6663775617635108,0.5907263936509131,0.5412960517925812,0.3796918559380277,0.2180876600834742,0.195964815069787,0.3729860274381559,0.5500072398065248,0.4603290151778541,0.5328913443001116,0.6054536734223692,0.6780160025446267,0.7200642020651509,0.7621124015856752,0.7621124015856752,0.7621124015856752,0.510942,0.60520315,0.5993111,0.32776898,0.5981991,0.46675685,0.45317227,0.33750087,0.07185083,0.11805816,0.5107723,0.46134478,0.8958419,1.0482985,0.6955971,0.9325618,1.0849705,0.8922409,1.1207508,0.44184056,0.97554815,0.87223923,0.7675535,0.27626565,0.3223801,0.118034,0.14723946,0.27473426,0.32231966,0.73663163,0.72629774,1.0934218,0.96392417,0.9033024,0.81326,0.5416649,0.50573915,0.7491165,0.92299175,0.59761643,0.6719624,0.6198379,0.37892383,0.6999184,0.30385384
"(10.31963898761456, 105.23028584959931)",Rice,0.7136947808763141,0.6329970011706205,0.5522992214649269,0.4716014417592334,0.3909036620535398,0.3102058823478462,0.2295081026421526,0.2271230487386305,0.2080230376804468,0.2945635498498466,0.2572505031644496,0.4112523439422395,0.5537244322079592,0.6961965204736789,0.7085196912836021,0.7556100837522407,0.7711884263275611,0.7584806319561517,0.7457728375847423,0.8856992746876524,0.7184672475217958,0.7493373746742712,0.7802075018267466,0.811077628979222,0.8114828233066187,0.8118880176340155,0.7090291235165642,0.606170229399113,0.5033113352816617,0.5316033679382522,0.3677797630964596,0.2039561582546669,0.1900710604839554,0.3327556245710642,0.475440188658173,0.5387387231408072,0.6266190693429542,0.7144994155451011,0.8023797617472481,0.7922886865516686,0.7821976113560891,0.7821976113560891,0.7821976113560891,0.46400613,0.5376788,0.44439614,0.27253103,0.2788043,0.7632806,0.14922713,0.36545515,0.14489985,0.37890628,0.62251824,0.43652186,1.3448827,0.83212584,0.662351,1.1935351,0.7718232,0.63294077,0.7546746,0.9505025,0.8553916,0.7145121,0.68079686,0.28883073,0.39799157,0.108542055,0.2955398,0.7239902,0.79565954,0.4593896,0.31514266,1.0846636,0.943168,0.9778189,0.8268121,1.1102864,0.94592893,0.61905783,0.4651156,0.67489994,0.8275806,0.5381195,0.45674083,0.3910163,0.5018546
"(10.32327281825184, 105.28706445330431)",Rice,0.4769085205539701,0.4397576969833898,0.4026068734128094,0.365456049842229,0.3283052262716487,0.2911544027010683,0.2540035791304879,0.2931233140218026,0.3233546103297687,0.325923332728002,0.3931322640505649,0.5447786970712596,0.6187405773394379,0.6927024576076161,0.7066164525448572,0.7399248434591787,0.3763327004527531,0.5057864572620409,0.6352402140713287,0.8227004894045714,0.5780422010454314,0.6478993579539623,0.7177565148624933,0.7138147113883756,0.7154739602312821,0.7171332090741886,0.6059690469552078,0.494804884836227,0.3836407227172462,0.4272770216428886,0.3571457807812412,0.2870145399195938,0.3135335393220302,0.4239191078934508,0.5343046764648713,0.5378801460358748,0.6139380138182422,0.6899958816006097,0.7467331071709212,0.7467331071709212,0.7467331071709212,0.7467331071709212,0.7467331071709212,0.8667866,1.0369391,0.8415493,0.39269373,0.37955764,0.7170492,0.22107317,0.16600978,0.9134737,0.5714841,0.942123,0.63058496,1.1426616,0.82799333,1.2222074,0.93149775,0.7436699,0.6924003,1.1490762,0.74142665,0.6495135,0.57711786,0.52960485,0.5490038,0.41133136,0.6574371,0.39868227,0.21051937,0.87417316,0.6056325,0.5172676,1.1470782,0.72064614,0.9872266,1.3255765,0.95035625,1.1936071,0.8933459,0.76362044,0.64278066,0.78703994,0.4662164,0.65392727,0.44464076,0.2851192
"(10.324181275911162, 105.27752564788187)",Rice,0.1864182442275856,0.1864182442275856,0.1864182442275856,0.1864182442275856,0.1864182442275856,0.1864182442275856,0.1864182442275856,0.1965198306814385,0.256191739304248,0.2848747456014714,0.3359420564853551,0.6028778818610419,0.6982172838391538,0.7935566858172659,0.7674302314995455,0.7835425379497336,0.7650091189252411,0.7464756999007488,0.7279422808762563,0.8767540700869624,0.8135038570416794,0.7652382542532413,0.7169726514648033,0.7522060141414214,0.7543977318751043,0.7565894496087872,0.6062119949120796,0.455834540215372,0.3054570855186644,0.3353210848874238,0.2682509710304875,0.2011808571735512,0.1750397853380738,0.3121838799087285,0.4493279744793833,0.5444813741248372,0.5996799544155093,0.6548785347061813,0.6677581463508337,0.6677581463508337,0.6677581463508337,0.6677581463508337,0.6677581463508337,0.7096301,0.8061985,0.66423625,0.2779671,0.5060824,0.36034188,0.084300995,0.09162033,0.73710996,0.51947755,0.51983047,0.35024387,0.81312215,1.1268656,1.033988,0.99382746,0.92447865,1.0092767,0.8703018,0.39749184,0.31633553,0.44020316,0.33234444,0.5432424,0.5936824,0.0952304,0.19754964,0.43948013,0.41526622,0.67497796,0.59374434,1.1067711,1.1484027,0.80711085,0.91039836,0.8180103,1.2149942,0.95925176,0.53853863,0.88181955,0.80642873,0.68696445,0.5928945,0.21300225,0.32311264
"(10.323727047081501, 105.26480724065195)",Rice,0.7611642886315554,0.6634271717705651,0.5656900549095747,0.4679529380485844,0.370215821187594,0.2724787043266037,0.1747415874656134,0.1972658114438948,0.2312109082783766,0.2741109127651291,0.2972264817824462,0.5596811258879557,0.6609938967693453,0.7623066676507348,0.7720298343707931,0.7876681649050176,0.8030328884692328,0.7884611292028018,0.7738893699363707,0.8841575661998611,0.8505627273713937,0.7845407095513577,0.7185186917313218,0.8129473428574951,0.7964207636738075,0.7798941844901199,0.6813012249706085,0.5827082654510971,0.4841153059315856,0.3855223464120742,0.2880697363418984,0.1906171262717226,0.2281991405322438,0.3749206416759506,0.5216421428196574,0.6084540051859002,0.581458127055162,0.5544622489244238,0.6213177963986958,0.6213177963986958,0.6213177963986958,0.6213177963986958,0.6213177963986958,0.4396897,0.969466,0.6841773,0.36186767,0.3361344,1.0861745,0.81426805,0.8863338,0.1190758,0.14684923,0.8105539,0.33749947,1.2434491,1.0710063,0.905187,1.2418894,0.826099,0.7013433,1.1228414,0.66623205,0.5517408,0.46570173,0.9488815,0.3526661,0.4749273,0.20460857,0.14646053,0.56733,0.5002007,0.77610874,0.68715805,1.0479131,0.9188154,0.64765805,1.0384502,0.6228598,1.123698,0.6411268,0.76086116,0.88133895,0.8445798,0.7811331,0.86428076,0.2301367,0.24218632
"(10.321910131762861, 105.2266520189622)",Rice,0.7133611348847897,0.6262963555503456,0.5392315762159015,0.4521667968814573,0.3651020175470131,0.278037238212569,0.1909724588781248,0.2002165477328409,0.2136798393283825,0.2670497857905576,0.2410404867739367,0.4246737093849064,0.5572296490747586,0.6897855887646107,0.7119585584451166,0.7580175893765843,0.7566807440250246,0.7482788218943044,0.7398768997635843,0.8835059767615969,0.6467561568303233,0.7003424143137413,0.7539286717971594,0.8075149292805774,0.8106166830313422,0.813718436782107,0.734308488071176,0.6548985393602449,0.5754885906493139,0.4960786419383829,0.3522227560153958,0.2083668700924087,0.2020104406683353,0.3239070331373187,0.4458036256063022,0.5060229024424933,0.6044689152327842,0.7029149280230751,0.8013609408133661,0.7957238836757127,0.7900868265380593,0.7900868265380593,0.7900868265380593,0.6209168,0.49349746,0.4623424,0.29856205,0.3022064,0.2291728,0.39780036,0.42432797,0.0724173,0.26523167,0.74768966,0.67182076,1.2099433,1.0984389,0.94333965,1.4444554,0.7895839,0.80870205,1.2074497,0.8027908,1.3480864,0.7810466,0.4849595,0.45059118,0.7750517,0.08862271,0.1344256,0.52277076,0.7106013,0.6295168,0.50442964,1.1197057,1.0467718,0.91642207,0.980057,0.8314275,1.2445309,0.9681773,0.7957916,0.8444666,0.53378946,0.85947216,0.29589432,0.41966406,0.4170235
"(10.324181275911162, 105.25072614693312)",Rice,0.6888843710910145,0.6110791183186649,0.5332738655463153,0.4554686127739656,0.377663360001616,0.2998581072292663,0.2220528544569166,0.2288492920355436,0.1846750338515179,0.2630008390737646,0.2692461098486249,0.3856230272000678,0.5308401308456431,0.6760572344912182,0.6967768167036031,0.7622561883706395,0.7641337641216224,0.7492095682159918,0.7342853723103614,0.8753782083768936,0.6952945416919373,0.7263394579112752,0.7573843741306131,0.788429290349951,0.7898524804799261,0.7912756706099012,0.7023668677135642,0.6134580648172271,0.52454926192089,0.5274438773211337,0.3699594905553457,0.2124751037895577,0.2043027107071895,0.2035307985518535,0.2027588863965174,0.515442240781998,0.5622189368614465,0.6089956329408952,0.6855332452333789,0.6855332452333789,0.6855332452333789,0.6855332452333789,0.6855332452333789,0.67360353,0.7854675,0.64788604,0.52860296,0.35787445,0.64380705,0.45731995,0.39521176,0.0984314,0.12644982,0.535218,0.5828253,0.6497142,0.58919084,0.912896,1.0422336,0.80019784,0.7951987,0.9169029,0.8508775,0.82224363,0.7690671,0.79507107,0.3459747,0.34181374,0.102708034,0.14474937,0.5680232,0.3744012,0.80283284,0.67055666,0.93725306,0.9672261,0.900671,0.95267165,0.8646497,0.5713219,0.922396,0.62330985,0.89842147,0.31620345,0.677637,0.80082804,0.42782545,0.28059998
"(10.32327281825184, 105.27071221543727)",Rice,0.1925977963091666,0.1925977963091666,0.1925977963091666,0.1925977963091666,0.1925977963091666,0.1925977963091666,0.1925977963091666,0.2139823597623715,0.2495033491304298,0.2876102743042072,0.2893579199352281,0.5549306557963717,0.6599108045538238,0.7648909533112758,0.7547600817602305,0.7752695952874056,0.7607435629530945,0.759775571247099,0.7588075795411036,0.8662578987644305,0.8314730103951952,0.7794959312051901,0.727518852015185,0.7469242325331336,0.7495504920064135,0.7521767514796935,0.6629863967035476,0.5737960419274016,0.4846056871512557,0.3954153323751098,0.3029137340261782,0.2104121356772468,0.249848115540147,0.349600360138394,0.4493526047366409,0.5768002244774609,0.5772576220071552,0.5777150195368496,0.5078888876866292,0.5078888876866292,0.5078888876866292,0.5078888876866292,0.5078888876866292,0.80289656,0.6865022,0.38157976,0.3599893,0.43698072,0.5086966,0.25175428,0.27474922,0.57423294,0.30574498,0.92480296,0.8969035,0.832066,0.96213174,0.8780564,1.0085409,1.1002376,1.0178962,0.9546865,0.6502754,1.0652211,0.5427314,0.54658175,0.8101428,0.8475172,0.20034268,0.16606888,0.4716289,0.6098776,0.50609463,0.54836655,0.860462,1.027765,0.9784748,0.9373174,0.6117034,0.97538066,0.8358798,0.7955847,0.62492067,0.8394402,0.9226931,0.83196914,0.14721338,0.11570081
"(10.325089733570481, 105.25890226586662)",Rice,0.7015154014895864,0.624976687407752,0.5484379733259177,0.4718992592440834,0.3953605451622491,0.3188218310804148,0.2422831169985805,0.2469548368093832,0.2469707955151727,0.2910296377144254,0.3110134170867888,0.554581757734797,0.660834246203075,0.7670867346713529,0.7625060054415878,0.7878202811377217,0.7985885667622888,0.7842623825556387,0.7699361983489886,0.8734065675510847,0.8436833810839106,0.8299393586653933,0.8161953362468759,0.8024513138283585,0.7950420535428775,0.7876327932573964,0.7249061885677865,0.6621795838781767,0.5994529791885668,0.4658770401431586,0.3452909713377561,0.2247049025323536,0.209422407401859,0.3239291947847507,0.4384359821676423,0.5529427695505339,0.5494004095244858,0.5458580494984375,0.7767908099899079,0.7751014393415598,0.7734120686932117,0.7734120686932117,0.7734120686932117,0.7117432,0.71668905,0.5461154,0.5026992,0.75041276,0.39738047,0.9275294,0.696413,0.3432401,0.41818795,0.7901679,0.7825854,1.080129,0.85955256,0.7752635,1.0726786,0.5625014,1.050833,1.0517917,0.79779005,0.782242,0.641197,0.81143916,0.39246997,0.66974366,0.12421461,0.31798404,0.95249355,0.60002553,0.7071038,0.50457275,1.178383,0.61918664,0.9410825,0.8912676,0.9365246,1.1133436,0.6884208,0.8016864,0.89799505,0.59254146,0.81382036,0.79224706,0.38497502,0.8706508
